ID,Edad,Sexo,Estado_Civil,Numero_Hijos,Nivel_Educativo,Zona_Vivienda,Estrato,Sector,Tamaño_Empresa,Trabajo_Turnos,Tipo_Contrato,Horas_Semana,Ingreso,Tipo_Cargo,Personas_Cargo,Años_Experiencia,Antiguedad_Cargo,Modalidad,Horas_Traslado,Horas_Formacion,CT1,CT2,CT3,PT1,PT2,PT3,PT4,CL1,CL2,CL3,CL4,CL5,CL6,CL7,AC1,AC2,AC3,CR1,CR2,CR3,CR4,CoR1,CoR2,CoR3,GC1,GC2,GC3,GC4,SM1,SM2,SM3,SM4,SM5,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,SAT8,SAT9,IR1,IR2,IR3,IR4,FT1,FT2,FT3,FT4,FT5,TF1,TF2,TF3,TF4,TF5,BU1,BU2,BU3,BU4,BU5,BU6,BU7,BU8,BU9,BU10,BU11,BU12,BP1,BP2,BP3,BP4,BP5,BP6,BP7,BP8,BP9,BP10,SOM1,SOM2,SOM3,SOM4,SOM5,DL1,DL2,DL3,DL4,DL5,DL6,DL7,DL8,IR1_original,outlier_flag,CTRL,PRES,LIDER,COMP,ROL_C,ROL_CON,CAMBIO,SM_ORG,SAT,RETIRO,FAM_TRAB,TRAB_FAM,BURNOUT,BIENESTAR,SOMATIZ,DESGASTE
321,49,Mujer,Casado,1,Técnico,Urbana,5.0,Público,Entre 50 y 200 empleados,No,Provisionalidad,41,Entre 1 y 3 SMLV,Administrativo,Si,Entre 1 a 5,Entre 1 y 3 años,Presencial,Menos de 1 hora,18.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,7.0,6.0,6.0,6.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,0,3.0,3.0,2.143,4.0,4.25,3.667,2.5,2.25,3.75,6.25,3.4,3.4,1.25,5.6,1.6,1.429
322,51,Mujer,Unión libre,2,Técnico,Urbana,4.0,Público,Más de 500 empleados,No,Otro,37,Entre 1 y 3 SMLV,Administrativo,No,Entre 1 a 5,Entre 1 y 3 años,Presencial,Menos de 1 hora,3.0,4.0,4.0,5.0,,1.0,2.0,1.0,2.0,2.0,3.0,3.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,,5.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,,1.0,7.0,,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,5.0,5.0,4.0,4.0,,2.0,1.0,1.0,,2.0,2.0,,1.0,6.0,0,4.333,1.333,3.0,4.0,4.5,2.0,2.75,4.25,6.778,1.5,1.4,1.0,2.1,6.778,4.5,1.5
323,61,Mujer,Soltero,3,Posgrado,Urbana,4.0,Público,Entre 200 y 500 empleados,No,Otro,32,Entre 1 y 3 SMLV,Administrativo,No,Entre 1 a 5,Entre 7 y 10 años,Presencial,Menos de 1 hora,20.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,,5.0,,5.0,4.0,4.0,5.0,4.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,5.0,5.0,6.0,5.0,5.0,4.0,6.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,0,4.0,2.0,3.714,4.0,2.75,3.0,4.0,3.2,4.857,4.25,1.0,1.4,1.583,5.0,2.2,2.75
324,29,Hombre,Soltero,1,Posgrado,Urbana,4.0,Mixto,Más de 500 empleados,No,Presentación de servicios,49,Entre 1 y 3 SMLV,Administrativo,No,Entre 5 a 10,Entre 3 y 7 años,Presencial,Entre 1 y 2 horas,15.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,5.0,5.0,,5.0,4.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0,5.0,5.0,4.0,,6.0,4.0,4.0,3.0,4.0,4.0,,2.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,0,2.667,3.25,3.0,4.0,4.667,2.0,1.75,2.0,5.0,3.75,1.5,3.6,1.818,5.6,3.0,2.375
325,54,Mujer,Unión libre,3,Profesional,Urbana,3.0,Mixto,Entre 50 y 200 empleados,Si,Libre nombramiento y remocion,51,Entre 1 y 3 SMLV,Operativo,No,Entre 20 a 25,Entre 3 y 7 años,Presencial,Menos de 1 hora,49.0,2.0,,2.0,5.0,,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,7.0,7.0,7.0,7.0,4.0,4.0,,3.0,3.0,4.0,5.0,4.0,5.0,5.0,,5.0,4.0,2.0,4.0,,5.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,0,2.0,4.667,2.571,4.0,5.0,4.0,2.0,1.8,2.667,7.0,3.5,4.6,4.1,1.9,5.8,4.25
326,47,Mujer,Unión libre,Sin hijos,Posgrado,Urbana,2.0,Público,Entre 200 y 500 empleados,No,Presentación de servicios,49,Entre 1 y 3 SMLV,Directivo,No,Más de 25,Entre 7 y 10 años,Presencial,Menos de 1 hora,14.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,,2.0,2.0,2.0,2.0,3.0,1.0,1.0,,2.0,3.0,3.0,3.0,6.0,5.0,6.0,6.0,,,6.0,6.0,6.0,,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,,4.0,2.0,4.0,2.0,,2.0,2.0,2.0,4.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,,0,3.333,3.25,2.571,3.333,4.333,2.0,1.75,2.75,5.857,4.0,3.6,3.8,2.6,6.0,2.4,2.75
327,34,Hombre,Casado,1,Técnico,Urbana,2.0,Público,Más de 500 empleados,No,Carrera,39,Entre 1 y 3 SMLV,Administrativo,No,Entre 1 a 5,Menos de 1 año,Híbrido,Entre 2 y 3 horas,9.0,1.0,1.0,1.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,2.0,,4.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,4.0,0,1.0,4.0,2.571,4.0,5.0,3.0,2.25,1.0,4.111,3.75,3.0,4.6,6.333,3.8,3.333,6.125
328,45,Mujer,Soltero,2,Técnico,Urbana,3.0,Público,Más de 500 empleados,No,Presentación de servicios,47,Entre 1 y 3 SMLV,Operativo,No,Entre 10 a 15,Entre 1 y 3 años,Presencial,Menos de 1 hora,12.0,4.0,5.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,,3.0,3.0,5.0,,5.0,4.0,5.0,3.0,,4.0,3.0,1.0,2.0,1.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,,6.0,6.0,6.0,,5.0,5.0,5.0,6.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,6.0,0,4.667,1.25,3.4,4.667,3.333,1.333,4.5,2.8,5.571,2.5,1.4,1.8,2.333,5.5,1.4,1.625
330,22,Mujer,Soltero,1,Técnico,Urbana,4.0,Público,Más de 500 empleados,Si,Otro,55,Entre 1 y 3 SMLV,Operativo,No,Entre 10 a 15,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,6.0,2.0,1.0,2.0,2.0,,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,6.0,6.0,7.0,7.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,,,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,6.0,7.0,7.0,7.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,0,1.667,2.667,2.0,3.333,4.5,3.667,2.25,1.4,3.111,6.5,2.2,3.5,4.222,4.1,6.6,4.125
331,39,Hombre,Unión libre,2,Técnico,Urbana,2.0,Público,Entre 200 y 500 empleados,Si,Otro,41,Entre 3 y 5 SMLV,Directivo,No,Entre 1 a 5,Entre 1 y 3 años,Presencial,Menos de 1 hora,20.0,,1.0,2.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,,4.0,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,6.0,5.0,6.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,,4.0,7.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,5.0,7.0,6.0,4.0,4.0,,3.0,0,1.5,4.25,3.667,4.333,4.75,4.0,3.333,4.0,2.5,5.5,3.8,4.6,4.727,4.4,5.2,5.571
332,57,Mujer,Separado,1,Profesional,Urbana,2.0,Mixto,Entre 200 y 500 empleados,No,Otro,38,Entre 3 y 5 SMLV,Administrativo,No,Entre 15 a 20,Entre 1 y 3 años,Híbrido,Entre 1 y 2 horas,16.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,2.0,5.0,4.0,5.0,,4.0,4.0,4.0,3.0,4.0,,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,,,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,6.0,0,2.333,2.25,4.857,4.333,4.75,2.0,4.667,3.8,5.375,1.75,2.667,2.6,1.273,5.2,2.0,1.429
333,33,Hombre,Casado,1,Posgrado,Urbana,3.0,Público,Más de 500 empleados,No,Otro,27,Entre 1 y 3 SMLV,Administrativo,No,Entre 1 a 5,Menos de 1 año,Presencial,Menos de 1 hora,10.0,1.0,2.0,,4.0,4.0,5.0,5.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,,1.0,2.0,3.0,3.0,4.0,4.0,,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,6.0,4.0,4.0,,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,7.0,6.0,6.0,4.0,,,4.0,4.0,3.0,3.0,3.0,3.0,1,1.5,4.5,3.167,2.333,4.0,1.5,3.5,4.25,5.111,4.75,3.6,4.75,4.5,4.9,6.0,3.5
334,36,Mujer,Separado,2,Técnico,Rural,2.0,Público,Entre 50 y 200 empleados,No,Otro,48,Entre 1 y 3 SMLV,Administrativo,No,Entre 10 a 15,Entre 3 y 7 años,Presencial,Entre 1 y 2 horas,10.0,,5.0,4.0,1.0,1.0,1.0,1.0,5.0,,5.0,,5.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,,4.0,4.0,5.0,,3.0,3.0,4.0,3.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,,7.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,7.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,7.0,0,4.5,1.0,4.8,3.0,4.5,3.0,4.333,3.25,6.375,1.333,1.2,2.2,1.091,6.2,3.0,4.0
335,40,Mujer,Casado,1,Posgrado,Urbana,3.0,Mixto,Entre 200 y 500 empleados,No,Presentación de servicios,46,Entre 1 y 3 SMLV,Administrativo,No,Entre 5 a 10,Entre 1 y 3 años,Presencial,Menos de 1 hora,69.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,,2.0,3.0,3.0,2.0,4.0,4.0,,4.0,4.0,4.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,5.0,5.0,5.0,5.0,5.0,,,6.0,5.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,,2.0,4.0,2.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,0,3.333,4.0,2.5,2.667,4.0,4.0,1.75,1.5,5.143,3.0,1.0,3.0,3.182,5.2,4.0,2.875
336,49,Hombre,Unión libre,2,Profesional,Urbana,2.0,Mixto,Entre 200 y 500 empleados,No,Carrera,47,Entre 1 y 3 SMLV,Administrativo,Si,Entre 20 a 25,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,82.625,,4.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,5.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,,2.0,3.0,3.0,6.0,6.0,7.0,6.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,,3.0,4.0,2.0,1,4.0,2.0,4.143,4.667,5.0,2.0,2.75,4.5,3.0,6.25,2.0,3.0,3.5,5.5,4.4,3.571
337,44,Mujer,Soltero,3,Profesional,Urbana,4.0,Mixto,Entre 50 y 200 empleados,No,Presentación de servicios,46,Entre 3 y 5 SMLV,Administrativo,Si,Entre 1 a 5,Entre 1 y 3 años,Presencial,Menos de 1 hora,37.0,2.0,3.0,3.0,3.0,3.0,,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,7.0,5.0,5.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,,7.0,5.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,4.0,7.0,7.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,6.0,,6.0,6.0,2.0,2.0,3.0,,1.0,2.0,3.0,3.0,3.0,0,2.667,2.667,3.429,4.0,4.5,2.0,4.0,2.5,3.556,5.5,1.333,1.333,6.083,3.5,5.75,2.286
338,35,Mujer,Unión libre,1,Posgrado,Rural,4.0,Público,Entre 50 y 200 empleados,Si,Provisionalidad,46,Entre 1 y 3 SMLV,Administrativo,No,Entre 10 a 15,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,37.0,2.0,,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,5.0,6.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,5.0,,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,0,2.0,3.75,3.286,2.667,4.75,3.0,3.5,3.0,4.143,5.0,2.4,3.6,3.818,4.5,3.6,3.25
340,54,Hombre,Soltero,2,Posgrado,Urbana,5.0,Público,Entre 10 y 50 empleados,Si,Otro,58,Entre 1 y 3 SMLV,Administrativo,No,Entre 15 a 20,Entre 3 y 7 años,Presencial,Entre 1 y 2 horas,17.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,,4.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,0,1.0,4.75,2.0,3.0,4.5,2.5,2.25,1.8,4.375,4.5,2.8,4.8,4.583,3.111,5.6,5.25
342,37,Mujer,Casado,2,Profesional,Urbana,5.0,Público,Entre 200 y 500 empleados,No,Provisionalidad,48,Entre 1 y 3 SMLV,Administrativo,No,Entre 10 a 15,Entre 1 y 3 años,Presencial,Menos de 1 hora,6.0,3.0,3.0,,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,,5.0,4.0,5.0,5.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,,4.0,,2.0,2.0,4.0,3.0,4.0,3.0,3.0,,4.0,3.0,,7.0,5.0,7.0,7.0,4.0,,7.0,7.0,7.0,5.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,6.0,4.0,4.0,5.0,6.0,,4.0,5.0,6.0,6.0,6.0,6.0,5.0,3.0,0,3.0,4.0,2.286,3.0,4.75,3.5,3.0,2.8,4.0,4.5,3.0,3.25,6.3,4.0,5.0,5.429
343,38,Mujer,Casado,1,Posgrado,Urbana,2.0,Mixto,Más de 500 empleados,No,Carrera,40,Menos de 1 SMLV,Administrativo,No,Entre 1 a 5,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,82.625,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,,,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,,3.0,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,,3.0,2.0,6.0,1,2.667,3.25,4.0,2.667,4.5,3.0,3.0,2.8,6.889,1.75,3.0,3.25,3.417,6.6,3.0,3.286
344,55,Hombre,Unión libre,Sin hijos,Tecnológico,Urbana,4.0,Público,Más de 500 empleados,No,Presentación de servicios,42,Entre 1 y 3 SMLV,Operativo,No,Entre 1 a 5,Menos de 1 año,Presencial,Entre 1 y 2 horas,14.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,7.0,6.0,,7.0,6.0,7.0,7.0,6.0,,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,6.0,0,4.0,2.5,3.667,4.0,5.0,2.0,2.75,3.25,6.444,2.0,3.4,3.0,1.0,6.556,2.25,3.125
345,48,Hombre,Soltero,2,Profesional,Urbana,4.0,Público,Entre 50 y 200 empleados,Si,Presentación de servicios,50,Entre 1 y 3 SMLV,Administrativo,No,Entre 10 a 15,Entre 3 y 7 años,Presencial,Menos de 1 hora,26.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,6.0,5.0,5.0,5.0,7.0,5.0,6.0,,6.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,4.0,7.0,6.0,5.0,,5.0,6.0,5.0,6.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,6.0,0,3.0,1.0,3.0,3.333,4.75,1.667,2.0,1.75,5.625,3.0,1.4,1.8,2.182,5.556,1.4,1.875
347,51,Hombre,Unión libre,2,Técnico,Urbana,3.0,Público,Entre 50 y 200 empleados,No,Presentación de servicios,42,Entre 1 y 3 SMLV,Operativo,No,Entre 5 a 10,Más de 10 años,Presencial,Menos de 1 hora,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,,5.0,5.0,2.0,1.0,2.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,,2.0,3.0,3.0,,,5.0,6.0,6.0,4.0,6.0,7.0,6.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,4.0,2.0,3.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,0,4.0,2.5,4.5,1.667,4.5,2.0,4.0,2.667,5.75,1.5,2.0,2.2,1.167,6.667,2.75,1.125
348,21,Mujer,Casado,2,Posgrado,Urbana,4.0,Público,Entre 200 y 500 empleados,No,Presentación de servicios,47,Entre 1 y 3 SMLV,Directivo,No,Entre 20 a 25,Entre 1 y 3 años,Presencial,Menos de 1 hora,44.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,,4.0,4.0,,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,,2.0,,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,,4.0,5.0,4.0,4.0,4.0,0,3.333,2.75,3.571,3.333,4.75,2.667,2.75,4.0,4.889,3.0,3.4,4.333,1.545,5.222,1.0,4.0
